Ne,ρ,d
43107.620113510784,2.092407689936724,0.1079366739505383
11252.701253212488,0.030519701538492594,0.0334861043836353
10205.475897219674,1.9851092180986063,0.09195798519256974
14061.598254874003,2.8413385921828653,0.10170201114757306
33432.70796062789,1.1858092514286251,0.10139242749091072
33663.7842760275,0.5341345273557023,0.09028219389830723
37089.85117719426,1.6008804428765848,0.10520829350639599
35020.285283293444,2.962326017194401,0.10865350127410946
29412.06578872972,1.7774745880806513,0.10442870670948426
38925.73828077888,1.3994885163799946,0.10488022515242816
30645.86199715978,2.876395401993721,0.10790554770092381
17348.39966565179,0.35948727885235643,0.06801863097564241
25055.145582731413,1.0232095680238205,0.0961607433712689
23176.917413412422,2.611671779723553,0.1048595906741788
21747.936708529374,1.9916660913520516,0.10256862372096413
39530.47044320457,1.2085507998069867,0.10361996611462639
9483.82850462079,0.34688706358513344,0.05404079002366413
30036.54095827074,2.031945906939848,0.10551035684988117
13625.879291832533,0.7946533743401304,0.07927856860914838
19067.987001673566,2.428911069729023,0.10320046618653769
15101.846456413608,1.4099150603063748,0.09295865874858843
33662.09749539871,1.648570094966408,0.10492216552754217
39286.28252535912,1.485052820667782,0.1053570776805888
29060.517256225245,2.6532070068769373,0.1072453601379708
36683.50567459293,0.42842800047100593,0.08764386227583289
41473.450221724976,1.8295934391934876,0.10697925903226224
33894.19770338325,1.094972223399024,0.10132961848429334
44260.713990525255,2.172701065696671,0.1084857770517922
4444.228510675396,1.81523354716318,0.07177675317351731
35527.273786090984,0.4158703959106046,0.08669250257360282
10918.865952766204,2.3937787662388446,0.09643857895599658
4485.344635277361,2.5465430991843823,0.0814074140322907
46372.90931253197,2.020090319941882,0.10829462145689572
39040.16669894439,1.4969682899019565,0.10521000269237556
9529.73769579249,2.318080777273495,0.09428937821993907
48416.10447909994,0.5135668516523483,0.09504673855412639
37533.69242628531,0.4541688885807531,0.08942132216705648
9804.975836903057,1.5941504199064709,0.08730804716980352
23067.576815640135,1.5848155878929169,0.10055811732822284
17521.0245561207,2.2449860405972673,0.1018439972803858
46982.96614698072,2.8355119302725087,0.10975126435179224
39632.26256668733,0.8052557321730431,0.09861807902106258
26600.15479943957,1.1012728446040427,0.0982441572774944
22770.17548259744,1.196822141283977,0.09705944624042274
27652.87732441378,2.9956836634729536,0.10753746545763825
22141.76882326928,1.515995715874236,0.09971859244814012
18484.99714383871,1.6822924932292853,0.09873197504936027
26943.381852712282,0.0048875817712125125,0.0648476522506443
3491.7973107650655,1.5645582207096196,0.06525284772203924
7355.175951899323,0.1376413935849572,0.03983827069978003
14195.91573946653,0.9160908550672726,0.08357045565255486
36565.799245609276,2.462580868854885,0.10784916867873036
11735.613981006449,1.6053458867009023,0.09137023501458803
32830.203807018894,2.651638035343045,0.10803882145060327
23126.808369739792,0.7217620673320707,0.08804523883015421
29129.652039962704,1.350676516012807,0.10166584321173285
13566.869700438467,1.7196677509424934,0.09456487201315063
42807.07231174487,0.5478168540850482,0.09491280744900567
46846.89180208708,1.0066353432825275,0.10323216158335836
2030.3425885730253,2.4073642348466224,0.06161458374082986
47172.801181320356,1.5581809860282618,0.10678232047480249
26556.42135997162,1.7421633035279407,0.10339830675883485
40980.33369169559,2.6387222975916274,0.1087283489205828
12162.973591823984,1.7109508901158264,0.09282711450415575
48044.766966350006,2.2042873661046443,0.1088188972794671
17583.935771685417,1.4095719430051057,0.09555344008556615
13489.672397575752,2.1881131129233147,0.09756724052794993
15164.688911456486,2.3027135194098554,0.09998552016876894
5793.0745950748815,1.0032746618971031,0.06537230097360952
16100.196765092878,2.609910054869222,0.10218627108446332
12704.005084718656,2.698508321751942,0.100053236932497
25771.83567679375,1.9148106803054563,0.10380008113713408
29043.0824364244,0.8766192011649144,0.09614854257983203
33692.20269513204,2.930368022881725,0.10855417560927114
15637.21263243142,0.5875744430114288,0.07669645337012714
12866.17375521913,2.770963981902028,0.10057250343395771
28573.02339417322,0.03989399869443877,0.038809366947789775
9068.91767942552,0.16877634637004868,0.0403989966227343
20451.95857559476,0.7897315307958376,0.08811147468305627
10908.00313998142,0.3887728536467895,0.05899788100438154
48808.84117925845,2.9222662387605545,0.11004600755529617
26903.008317797234,2.354690010098838,0.1061207646566441
18903.7181173063,1.7868013033356132,0.10027744753095111
48707.90026980229,2.0298571965066996,0.1084988603171404
7892.890816056291,1.8564347797488416,0.08686114954556966
17680.63412743805,0.5404644191536528,0.07716959443198206
19954.478163914486,2.377681422178214,0.10368078261356474
20697.406798070166,0.01276368587226373,0.03944864055449551
42374.39235643614,1.9952701306907432,0.10794295801963794
29199.465744258934,0.18508590115862256,0.06467418598520308
11534.794666640602,0.08708808750664199,0.03644907679312098
3713.2395615422697,1.1090586273413527,0.05812697903342102
28336.389214997922,2.2812548040539204,0.106356341469579
24096.675662975053,0.4639103098852021,0.0803145120208901
46788.364143993436,1.5070204012446575,0.10656367865624577
6775.3655312871915,1.6600734669748494,0.08109704834985985
37405.60539541024,2.8951412925991353,0.10890845734148685
23062.081923577465,1.4784887803915374,0.09988390262255983
28283.865623380218,2.2924313179490303,0.10584316554115308
3881.3591037199335,2.2946934814331383,0.07467031782263465
1468.6046770272299,2.966669249936291,0.05754623082796466
47561.7446103777,1.8197728035330254,0.1075318497931199
24783.93221670331,2.457182030642636,0.1058192134409684
1307.7130454523967,1.3272012886543116,0.04265297825474724
35539.51790285146,0.5661267753441951,0.0927728702087165
34403.92163120311,2.2746622775797674,0.1070311825055378
36384.82377190121,1.7954407450866927,0.10628972223476248
27963.992291625924,1.2888579685778425,0.1006788395609269
39601.038775154695,2.218094606620531,0.10792321949448715
18081.605067422945,2.710985744377522,0.10397950959902835
30166.522968713332,0.6176574068753423,0.09095441929972169
17537.66964004856,1.001035522706685,0.09013237256803536
49115.357738976076,2.015268073420104,0.10849830497135035
28353.173022296884,0.6513420862144307,0.0914201506191013
1633.8584386956068,1.1887251589301733,0.044347407269964154
14819.59746707266,1.1635604894206255,0.08901304359811202
25376.258980697454,1.2531561340691895,0.09896812266365326
45836.67968236022,1.9953893766723696,0.10798457858441853
19189.950234030945,1.7300006268727661,0.09961564678077811
2866.1205437759963,0.8474004240544069,0.046057257206616624
17912.936349205633,0.3312971844693612,0.06610489134835626
14976.778290792365,1.56960447358511,0.09448279159451806
32065.61492264659,1.3273125519618691,0.1025925739611949
34630.87787415955,1.4698457686752504,0.1041615121214496
23181.318993132354,2.4648012953481193,0.10525281773504044
34183.84885744531,2.145608976572388,0.10674075985171012
8590.517257307478,2.595822330188774,0.09379913579739395
44423.28335884709,0.26186666039444884,0.08189549742402656
49882.82320652342,0.02803942063734899,0.043478035903616145
15254.766782282442,0.5837772131944459,0.07540116447298112
7996.826261284045,1.2230753299501276,0.07753969742590593
47786.1309101889,0.39652985508982597,0.09200892223271169
6879.385960165097,2.473450882822047,0.08998068219434481
42160.46869070741,2.051395676382035,0.10798562460544715
49650.335075422256,0.6694299350027971,0.10004132373522077
4915.703204744604,0.10585210944210399,0.033914472557353144
1076.5414942653151,1.9674905482300233,0.046048108550687715
7302.607703082536,1.4835678270078776,0.079083537130902
37056.659496923865,1.4378671033670085,0.10464130615721177
8713.031747361472,1.3665955834825874,0.08175597765780762
14692.695559601743,2.897915166251299,0.10170473666987818
29428.80036877955,1.4353180952870246,0.10219215821003398
22142.236826993285,1.5815033197781674,0.10083437384791448
37886.91691584415,2.870118278904787,0.10923334743686415
6854.001901329803,2.862542915250248,0.09158386558552557
25887.904671161366,7.267888517581422e-5,0.9138463591699157
